지역코드,지역명,날짜,평균기온,최저기온,최고기온,강수량,평균습도,일조시간,일사량,전년_평균기온,전년_강수량,전년_일조시간,전년_일사량,전년_평균습도
226,보은,2020-09-23,16.2,10.4,22.8,,80.1,2.5,,16.7,,3.1,,80.0
226,보은,2020-09-24,16.8,11.4,24.3,,84.4,6.6,,16.2,,7.5,,83.4
226,보은,2020-09-25,17.0,11.5,23.7,,83.8,4.3,,16.3,,3.2,,85.0
226,보은,2020-09-26,15.9,11.7,24.2,,81.5,5.6,,18.7,,2.4,,84.0
226,보은,2020-09-27,16.1,9.9,23.3,,84.1,6.4,,20.3,,9.6,,79.3
226,보은,2020-09-28,15.6,8.9,24.1,,82.6,10.3,,22.6,,6.9,,82.3
226,보은,2020-09-29,15.3,10.1,24.5,,82.5,5.4,,20.6,,6.9,,82.6
226,보은,2020-09-30,16.0,10.5,24.3,,84.3,7.4,,19.9,,8.1,,81.4
226,보은,2020-10-01,17.3,10.4,23.8,,82.3,8.0,,20.4,,0.0,,90.5
226,보은,2020-10-02,18.3,14.0,23.9,,79.4,5.0,,20.6,78.5,0.0,,92.1
226,보은,2020-10-03,17.8,15.1,22.1,1.8,90.6,1.0,,20.7,10.5,1.0,,85.9
226,보은,2020-10-04,16.6,11.1,20.8,0.5,76.8,0.8,,20.3,,6.1,,88.1
226,보은,2020-10-05,11.2,3.8,18.8,,73.3,10.1,,19.0,0.1,0.5,,80.5
226,보은,2020-10-06,11.1,4.3,19.3,,78.3,10.2,,16.5,,6.8,,68.0
226,보은,2020-10-07,14.3,7.8,21.5,,73.0,7.1,,14.3,10.5,0.0,,90.9
226,보은,2020-10-08,14.7,8.0,21.8,,63.9,10.2,,13.6,,5.8,,77.9
226,보은,2020-10-09,15.1,6.9,22.3,,66.5,10.1,,10.6,,9.6,,77.6
226,보은,2020-10-10,14.5,7.7,22.1,,76.3,9.1,,12.1,,0.9,,81.0
226,보은,2020-10-11,14.1,7.4,20.0,,82.0,4.4,,15.2,,7.1,,75.6
226,보은,2020-10-12,14.6,9.3,21.7,0.5,82.1,3.4,,15.7,,10.0,,71.9
226,보은,2020-10-13,9.9,4.8,17.3,,78.0,4.7,,13.4,,9.9,,78.6
226,보은,2020-10-14,9.2,3.9,18.6,,77.4,3.2,,12.3,,5.7,,80.6
226,보은,2020-10-15,8.7,2.2,18.8,,70.6,6.6,,12.1,,8.5,,77.4
226,보은,2020-10-16,9.2,2.8,16.0,,83.4,0.5,,11.3,,7.1,,83.5
226,보은,2020-10-17,9.5,4.1,19.0,,82.5,6.5,,11.8,,2.9,,83.0
226,보은,2020-10-18,8.5,0.5,19.2,,81.1,7.7,,13.8,0.3,0.2,,84.8
226,보은,2020-10-19,9.9,2.8,21.0,,82.0,8.6,,14.9,,6.3,,82.6
226,보은,2020-10-20,10.0,2.6,21.4,,77.5,8.5,,12.7,,6.1,,85.3
226,보은,2020-10-21,10.4,5.0,15.4,0.2,88.9,0.0,,12.9,,7.5,,81.5
226,보은,2020-10-22,10.9,8.4,16.9,,81.1,0.3,,13.9,,9.4,,78.8
226,보은,2020-10-23,7.1,2.0,14.4,,69.8,8.9,,14.5,,0.3,,74.9
226,보은,2020-10-24,6.0,-1.1,13.9,,65.1,9.6,,16.4,,5.1,,68.4
226,보은,2020-10-25,8.1,0.1,18.4,,78.6,8.4,,15.1,0.2,6.8,,75.8
226,보은,2020-10-26,9.2,1.6,19.4,,80.3,8.7,,11.2,0.0,7.3,,68.8
226,보은,2020-10-27,9.4,2.2,20.0,,83.6,6.8,,8.1,,9.4,,74.5
226,보은,2020-10-28,10.9,3.4,19.2,,70.0,5.4,,8.0,,6.2,,78.3
226,보은,2020-10-29,6.4,-0.8,16.0,,69.8,8.6,,11.2,0.5,4.9,,74.1
226,보은,2020-10-30,7.7,-0.8,18.1,,73.3,8.4,,8.5,,9.5,,78.1
226,보은,2020-10-31,9.2,1.5,18.1,,76.9,7.1,,9.7,,7.2,,83.4
226,보은,2020-11-01,10.5,8.4,12.3,6.1,94.5,0.0,,12.2,,8.0,,78.0
226,보은,2020-11-02,8.5,0.9,16.4,,74.3,6.9,,11.2,,2.9,,83.1
226,보은,2020-11-03,4.5,-1.5,9.6,0.4,60.0,6.3,,12.9,,6.9,,77.3
226,보은,2020-11-04,2.4,-3.3,10.8,,57.0,9.1,,10.8,,7.8,,77.8
226,보은,2020-11-05,5.5,-4.3,16.0,,69.3,7.6,,8.6,,6.7,,83.6
226,보은,2020-11-06,9.9,6.4,13.7,0.4,80.4,0.0,,7.9,,4.8,,83.5
226,보은,2020-11-07,10.8,3.9,19.1,,76.4,5.0,,8.2,,7.5,,71.6
226,보은,2020-11-08,7.3,2.1,14.7,,55.3,9.0,,4.0,,8.6,,64.6
226,보은,2020-11-09,5.0,-4.2,11.9,,51.1,8.8,,4.7,,8.4,,65.8
226,보은,2020-11-10,5.3,-1.4,12.9,,63.1,8.8,,6.7,12.0,3.0,,74.9
226,보은,2020-11-11,5.2,-2.5,16.7,,66.9,8.7,,10.6,4.5,2.2,,83.6
226,보은,2020-11-12,5.8,-2.6,17.5,,65.9,8.6,,6.9,,4.9,,83.5
226,보은,2020-11-13,6.7,-1.0,17.2,,79.4,7.7,,6.1,3.0,0.3,,83.3
226,보은,2020-11-14,8.0,0.1,17.8,,81.1,6.7,,1.3,,8.5,,48.1
226,보은,2020-11-15,8.6,1.4,18.2,,79.9,8.3,,7.4,0.5,3.8,,71.6
226,보은,2020-11-16,9.4,2.4,18.1,,77.6,6.5,,10.6,1.0,3.8,,86.4
226,보은,2020-11-17,13.7,9.2,19.1,2.2,82.5,2.3,,8.8,38.5,0.0,,96.0
226,보은,2020-11-18,15.5,11.3,19.1,2.1,90.9,0.0,,6.9,24.0,2.1,,72.1
226,보은,2020-11-19,15.2,9.9,21.6,22.3,87.5,0.1,,1.5,0.2,5.2,,69.9
226,보은,2020-11-20,5.8,3.2,10.0,,77.5,0.0,,0.1,,8.0,,68.9
226,보은,2020-11-21,6.1,-1.8,12.0,,75.5,7.5,,2.6,,5.5,,63.3
226,보은,2020-11-22,6.7,3.6,8.3,3.5,84.0,0.0,,7.2,,7.9,,71.5
226,보은,2020-11-23,2.3,-2.6,7.4,,69.1,6.7,,8.1,,6.4,,80.4
226,보은,2020-11-24,2.7,-2.5,9.7,,66.9,3.2,,11.3,2.5,7.5,,79.1
226,보은,2020-11-25,2.4,-3.5,10.7,,75.5,7.8,,3.1,,0.0,,76.4
226,보은,2020-11-26,4.5,-1.2,12.5,,71.9,6.6,,7.0,,1.6,,75.5
226,보은,2020-11-27,4.2,1.4,7.9,,71.0,0.6,,4.7,,3.9,,66.5
226,보은,2020-11-28,1.5,-0.5,4.7,,56.6,7.7,,2.7,,6.5,,80.0
226,보은,2020-11-29,0.8,-3.4,3.9,,72.9,0.4,,0.4,,7.9,,70.8
226,보은,2020-11-30,-0.8,-5.5,5.7,,74.1,7.7,,2.7,,6.8,,70.6
226,보은,2020-12-01,-0.7,-7.3,7.8,,62.9,7.7,,5.0,11.4,0.0,,86.4
226,보은,2020-12-02,1.2,-3.0,8.7,,59.9,5.8,,1.6,,5.8,,68.4
226,보은,2020-12-03,-0.3,-4.6,6.1,,66.5,7.8,,0.3,1.9,2.9,,84.5
226,보은,2020-12-04,-2.1,-7.7,5.1,,68.9,7.6,,4.2,0.0,7.4,,70.1
226,보은,2020-12-05,-1.4,-7.1,4.8,,83.9,0.8,,-1.4,,7.8,,50.5
226,보은,2020-12-06,-0.1,-5.4,8.4,,83.6,6.3,,-5.7,,7.7,,61.4
226,보은,2020-12-07,1.0,-4.1,6.7,,74.9,1.0,,-2.9,,3.2,,79.0
226,보은,2020-12-08,-1.6,-6.6,5.0,,66.1,7.6,,-0.8,,7.5,,75.5
226,보은,2020-12-09,-0.8,-9.0,7.4,,62.4,6.9,,-0.6,,5.4,,81.3
226,보은,2020-12-10,3.2,-1.2,9.7,,70.8,1.9,,3.7,,2.3,,85.3
226,보은,2020-12-11,2.9,-1.9,10.3,,79.5,3.5,,3.2,0.0,0.0,,79.9
226,보은,2020-12-12,2.1,-4.1,7.5,,56.6,7.4,,-0.6,,7.7,,57.8
226,보은,2020-12-13,-2.2,-5.5,3.7,2.2,79.5,0.0,,-1.9,,7.2,,65.6
226,보은,2020-12-14,-6.0,-10.1,-2.6,,47.5,7.7,,1.7,0.7,7.3,,71.6
226,보은,2020-12-15,-6.9,-12.6,-2.1,,51.0,7.7,,2.1,,6.9,,78.4
226,보은,2020-12-16,-7.9,-12.5,-2.0,,59.5,7.6,,4.1,,7.1,,82.5
226,보은,2020-12-17,-6.7,-13.5,0.4,,63.9,7.6,,5.3,1.6,0.0,,92.3
226,보은,2020-12-18,-2.2,-6.8,3.1,0.3,68.5,1.7,,1.9,,2.3,,78.4
226,보은,2020-12-19,-5.5,-12.2,0.0,,54.1,7.6,,-0.8,,7.3,,63.1
226,보은,2020-12-20,-4.6,-11.0,2.3,,61.4,7.6,,-1.1,0.0,5.7,,72.5
226,보은,2020-12-21,-2.3,-9.2,5.3,,73.0,4.9,,-2.7,,2.9,,80.4
226,보은,2020-12-22,-1.3,-7.5,7.1,,77.1,6.6,,0.3,,4.0,,80.8
226,보은,2020-12-23,-0.1,-6.7,7.8,,82.8,1.4,,0.9,0.1,2.2,,84.9
226,보은,2020-12-24,2.3,-2.5,8.6,,67.9,5.1,,-1.5,,4.7,,83.5
226,보은,2020-12-25,-1.0,-6.5,3.9,,63.3,5.9,,0.7,,3.4,,61.1
226,보은,2020-12-26,-2.4,-8.5,5.8,0.0,83.6,1.8,,1.6,1.9,0.0,,76.5
226,보은,2020-12-27,0.0,-6.2,8.1,,83.0,2.5,,-1.5,,7.4,,66.4
226,보은,2020-12-28,1.5,-4.0,11.6,,80.6,5.9,,-2.7,,7.4,,73.8
226,보은,2020-12-29,-0.4,-4.5,7.6,1.6,86.1,2.2,,0.1,8.8,0.0,,79.1
226,보은,2020-12-30,-9.0,-11.6,-3.3,1.5,73.3,4.8,,2.8,0.8,0.0,,88.4
226,보은,2020-12-31,-10.0,-17.3,-3.7,0.0,71.6,6.4,,-6.3,0.0,7.7,,61.0
226,보은,2021-01-01,-7.1,-14.1,-1.7,1.1,89.5,0.9,,-1.9,,1.5,,74.8
226,보은,2021-01-02,-6.3,-12.4,-0.8,0.0,70.5,7.2,,1.2,,0.0,,79.6
226,보은,2021-01-03,-6.6,-12.8,-0.8,,69.6,3.8,,0.2,,4.5,,77.3
226,보은,2021-01-04,-5.2,-13.0,1.7,,70.6,5.3,,-1.6,,4.1,,81.3
226,보은,2021-01-05,-4.3,-12.0,-0.2,0.2,60.9,6.8,,-1.3,,6.7,,73.0
226,보은,2021-01-06,-8.1,-14.7,-2.5,1.0,71.8,7.6,,1.2,10.2,0.0,,92.3
226,보은,2021-01-07,-13.3,-18.9,-4.0,0.7,59.3,6.8,,8.0,47.3,0.0,,98.3
226,보은,2021-01-08,-14.5,-20.3,-9.5,,58.1,7.7,,3.9,6.4,0.0,,89.9
226,보은,2021-01-09,-13.6,-20.3,-6.9,,69.4,6.7,,0.0,0.0,5.1,,75.8
226,보은,2021-01-10,-10.4,-18.2,-2.5,,67.1,6.5,,-1.6,0.0,7.6,,81.0
226,보은,2021-01-11,-8.7,-13.6,-2.8,,76.5,0.0,,-0.9,,7.3,,76.8
226,보은,2021-01-12,-4.0,-11.1,2.1,0.4,79.3,4.4,,0.2,,3.2,,71.0
226,보은,2021-01-13,1.7,-5.4,9.6,0.0,83.3,6.1,,-1.0,,3.0,,65.3
226,보은,2021-01-14,1.3,-5.4,10.9,,63.8,7.7,,-2.2,,7.2,,69.4
226,보은,2021-01-15,3.5,-4.7,12.8,0.0,72.1,0.4,,-3.2,,7.9,,72.4
226,보은,2021-01-16,-2.0,-5.4,2.3,0.0,63.0,5.5,,-2.8,,7.8,,68.5
226,보은,2021-01-17,-4.2,-10.6,-0.3,0.1,60.5,7.6,,-2.5,,5.1,,69.9
226,보은,2021-01-18,-3.7,-7.9,2.6,2.3,74.9,1.4,,-1.7,,8.1,,65.6
226,보은,2021-01-19,-7.8,-13.8,-1.0,,64.8,6.7,,0.5,0.1,3.5,,72.5
226,보은,2021-01-20,-4.2,-12.9,7.4,,64.3,8.1,,1.0,0.0,6.1,,70.0
226,보은,2021-01-21,3.2,-4.8,9.8,5.6,76.5,2.9,,-1.8,,8.3,,57.0
226,보은,2021-01-22,5.6,3.0,10.6,2.8,97.6,0.3,,1.1,0.2,0.0,,76.3
226,보은,2021-01-23,7.8,3.3,11.0,,78.1,0.0,,3.9,2.2,4.5,,85.3
226,보은,2021-01-24,5.0,-1.6,12.4,,75.5,7.9,,2.1,,7.6,,76.6
226,보은,2021-01-25,4.5,-1.2,11.4,,77.9,6.4,,3.3,,1.2,,86.4
226,보은,2021-01-26,4.0,1.7,6.1,3.6,91.6,0.0,,4.8,,4.9,,73.5
226,보은,2021-01-27,1.7,-3.0,7.4,,62.8,6.7,,4.9,5.4,0.0,,78.6
226,보은,2021-01-28,-2.5,-7.3,4.7,1.9,66.3,2.4,,4.8,,0.6,,85.9
226,보은,2021-01-29,-7.4,-10.1,-3.0,0.1,55.5,8.6,,5.1,0.0,0.2,,76.3
226,보은,2021-01-30,-2.3,-11.1,7.0,0.0,63.0,1.7,,4.4,0.0,4.2,,72.0
226,보은,2021-01-31,0.4,-8.1,10.2,,65.5,8.0,,2.6,,2.9,,75.5
226,보은,2021-02-01,4.8,-0.6,11.0,7.1,81.6,1.3,,0.0,,1.8,,86.1
226,보은,2021-02-02,-3.9,-7.1,1.7,0.1,51.0,9.0,,-0.1,,6.9,,77.4
226,보은,2021-02-03,-3.6,-12.3,2.2,0.2,59.6,9.0,,0.0,,9.0,,63.3
226,보은,2021-02-04,-2.3,-6.9,1.8,1.3,54.8,9.1,,-1.6,0.3,9.0,,69.0
226,보은,2021-02-05,-2.1,-9.1,6.9,,67.5,4.9,,-5.5,,9.2,,51.5
226,보은,2021-02-06,3.4,-5.5,10.6,,77.4,2.2,,-6.4,,7.2,,59.5
226,보은,2021-02-07,4.7,-0.9,10.0,,65.6,6.5,,-2.7,,6.4,,64.1
226,보은,2021-02-08,-2.4,-5.5,1.5,,48.1,9.4,,0.1,,7.8,,63.0
226,보은,2021-02-09,-1.8,-8.9,5.3,,52.8,9.3,,-2.3,,9.2,,66.5
226,보은,2021-02-10,-0.7,-7.8,7.5,,77.4,5.0,,2.5,,7.7,,64.9
226,보은,2021-02-11,3.3,-2.9,11.8,,72.5,6.5,,3.6,,8.1,,61.3
226,보은,2021-02-12,3.8,-3.4,14.9,,66.8,7.7,,6.1,16.7,0.0,,93.6
226,보은,2021-02-13,4.8,-4.5,16.7,,59.1,9.2,,6.9,0.3,0.5,,91.0
226,보은,2021-02-14,6.6,-0.3,14.1,1.4,77.1,1.5,,5.6,,5.9,,88.6
226,보은,2021-02-15,2.3,-3.3,7.6,1.3,71.6,3.7,,8.8,1.7,4.9,,79.8
226,보은,2021-02-16,-4.1,-8.1,1.7,1.6,72.4,4.7,,0.5,6.7,0.7,,83.0
226,보은,2021-02-17,-7.5,-9.1,-5.4,1.1,62.9,4.7,,-4.3,2.1,2.9,,76.6
226,보은,2021-02-18,-6.3,-10.7,-1.4,,62.8,9.3,,-3.7,0.0,9.7,,70.3
226,보은,2021-02-19,0.0,-9.9,8.8,,71.5,9.6,,0.0,,7.8,,75.0
226,보은,2021-02-20,9.0,0.9,16.0,,65.9,7.8,,2.9,,9.6,,75.0
226,보은,2021-02-21,10.1,-2.1,21.9,,57.9,9.8,,4.9,0.5,5.8,,73.5
226,보은,2021-02-22,7.6,0.3,18.4,,59.5,9.4,,5.3,2.7,6.6,,64.4
226,보은,2021-02-23,0.7,-5.3,6.9,,41.6,9.7,,1.8,,10.0,,57.9
226,보은,2021-02-24,2.4,-3.6,10.8,,46.3,6.5,,4.8,0.0,8.7,,59.4
226,보은,2021-02-25,3.0,-3.6,7.9,0.0,70.8,0.0,,5.9,45.6,0.0,,95.1
226,보은,2021-02-26,6.2,-2.1,13.6,,61.1,8.6,,6.0,,5.1,,80.4
226,보은,2021-02-27,6.4,1.6,11.3,,58.4,7.5,,4.4,,6.9,,74.4
226,보은,2021-02-28,6.8,-0.2,11.5,0.0,68.3,3.2,,2.8,4.2,0.0,,93.0
226,보은,2021-03-01,8.0,2.0,11.9,52.5,92.1,0.0,,5.9,,2.1,,81.8
226,보은,2021-03-02,1.6,-2.5,5.1,2.4,84.0,1.8,,4.3,,9.3,,60.8
226,보은,2021-03-03,2.0,-3.8,8.8,,76.0,5.6,,5.9,,5.7,,70.1
226,보은,2021-03-04,3.8,-1.9,9.6,2.9,87.4,0.0,,2.8,,3.2,,61.6
226,보은,2021-03-05,7.4,2.0,16.5,,81.5,7.4,,1.0,,10.2,,55.6
226,보은,2021-03-06,5.2,1.0,12.3,,76.4,3.6,,1.9,,10.3,,54.6
226,보은,2021-03-07,4.5,0.6,9.2,,75.8,0.9,,3.6,,0.2,,68.0
226,보은,2021-03-08,5.5,-1.6,13.8,,70.8,9.7,,5.9,,10.2,,66.3
226,보은,2021-03-09,5.4,-0.6,12.8,,64.6,6.0,,7.2,2.7,4.2,,73.0
226,보은,2021-03-10,6.1,-2.5,16.1,,63.5,10.2,,6.2,10.8,0.0,,88.9
226,보은,2021-03-11,8.7,-1.4,18.3,,59.1,8.1,,3.3,,10.5,,56.4
226,보은,2021-03-12,7.2,5.1,9.4,11.4,90.4,0.0,,4.4,,10.2,,56.4
226,보은,2021-03-13,6.9,2.3,14.5,,79.5,4.6,,4.7,,6.7,,53.0
226,보은,2021-03-14,7.3,1.0,13.7,,77.9,5.0,,3.9,,10.0,,50.1
226,보은,2021-03-15,9.5,0.3,17.1,0.1,69.1,7.5,,3.4,0.0,5.7,,57.0
226,보은,2021-03-16,9.6,1.2,15.4,0.2,57.0,10.0,,2.6,,10.5,,52.5
226,보은,2021-03-17,7.5,-2.3,17.9,,59.8,10.3,,4.4,,2.6,,78.6
226,보은,2021-03-18,10.1,1.0,17.5,,66.9,9.8,,6.8,,8.4,,64.0
226,보은,2021-03-19,11.6,8.2,16.4,,59.3,7.6,,6.8,,4.7,,57.1
226,보은,2021-03-20,8.1,6.8,9.5,6.2,88.6,0.0,,6.9,,10.5,,52.9
226,보은,2021-03-21,5.5,3.5,9.4,0.0,69.5,4.5,,11.7,,8.1,,60.1
226,보은,2021-03-22,5.5,-1.5,11.4,,52.6,8.5,,11.7,,11.0,,52.0
226,보은,2021-03-23,6.8,-2.5,16.6,,63.6,10.4,,8.1,,10.9,,56.5
226,보은,2021-03-24,8.1,-0.8,17.4,,56.6,8.0,,8.4,,11.0,,56.3
226,보은,2021-03-25,10.9,1.1,19.9,,60.6,10.8,,10.7,,10.3,,54.8
226,보은,2021-03-26,11.6,0.9,22.2,,51.4,8.5,,12.3,0.5,1.7,,73.6
226,보은,2021-03-27,11.2,3.9,14.9,14.7,77.8,0.1,,10.4,9.6,0.5,,87.3
226,보은,2021-03-28,9.7,6.8,14.1,2.6,92.9,0.0,,5.7,,3.7,,57.4
226,보은,2021-03-29,11.1,5.4,16.6,,58.1,7.2,,7.3,,9.3,,62.5
226,보은,2021-03-30,10.2,2.1,18.8,,51.4,11.2,,10.1,,11.4,,60.0
226,보은,2021-03-31,12.2,-0.1,23.2,,51.4,11.0,,10.5,,10.1,,51.6
226,보은,2021-04-01,13.5,6.5,20.3,,46.5,8.3,,9.9,,6.7,,48.0
226,보은,2021-04-02,15.9,11.2,20.5,,53.3,5.1,,7.8,,10.7,,52.3
226,보은,2021-04-03,15.3,14.3,17.7,18.4,81.4,0.0,,8.5,,11.5,,45.5
226,보은,2021-04-04,10.0,5.8,14.3,19.2,92.9,0.2,,6.5,,8.2,,55.0
226,보은,2021-04-05,8.8,1.4,16.6,,68.5,11.1,,4.9,,11.6,,44.9
226,보은,2021-04-06,10.6,1.9,19.5,,57.9,8.7,,7.1,,9.9,,47.0
226,보은,2021-04-07,11.6,2.5,21.1,,52.9,11.5,,10.2,,10.5,,55.1
226,보은,2021-04-08,10.6,2.5,18.5,,50.5,11.3,,7.9,,11.5,,42.9
226,보은,2021-04-09,8.9,0.5,16.3,,61.6,11.5,,7.0,,11.2,,52.0
226,보은,2021-04-10,10.5,2.3,18.3,,59.4,10.6,,10.1,,8.2,,52.5
226,보은,2021-04-11,12.6,2.5,21.5,,58.3,11.4,,7.7,,4.3,,57.8
226,보은,2021-04-12,11.8,9.2,14.8,12.3,75.5,0.0,,6.7,0.3,4.2,,74.3
226,보은,2021-04-13,10.7,5.0,16.5,2.2,75.6,4.9,,9.3,,10.4,,47.8
226,보은,2021-04-14,7.8,1.4,15.2,,57.8,11.7,,10.5,,11.7,,47.9
226,보은,2021-04-15,8.8,-0.5,18.0,,57.4,11.2,,11.1,,7.3,,48.3
226,보은,2021-04-16,9.7,4.5,15.1,0.0,78.1,0.3,,13.0,,11.1,,52.9
226,보은,2021-04-17,9.2,5.7,15.2,0.0,60.3,6.1,,11.5,19.8,3.7,,81.9
226,보은,2021-04-18,9.6,5.3,16.3,,58.4,7.9,,12.5,0.0,4.4,,72.3
226,보은,2021-04-19,11.5,0.3,21.0,,59.4,11.6,,9.7,15.8,0.0,,86.5
226,보은,2021-04-20,14.2,2.7,24.8,,57.5,10.2,,10.1,0.0,0.9,,78.9
226,보은,2021-04-21,18.2,7.1,28.8,,52.1,10.5,,7.4,,10.5,,55.0
226,보은,2021-04-22,21.0,13.5,28.3,,38.6,5.4,,6.2,0.0,5.6,,47.9
226,보은,2021-04-23,17.2,14.8,20.5,,32.0,0.1,,7.3,,8.4,,49.9
226,보은,2021-04-24,16.0,10.4,23.1,,43.6,3.9,,8.3,,11.8,,49.6
226,보은,2021-04-25,14.6,6.1,22.6,,55.1,10.7,,12.5,,11.0,,57.6
226,보은,2021-04-26,14.1,6.2,21.4,,46.8,11.6,,11.2,,11.5,,51.3
226,보은,2021-04-27,14.0,7.9,20.1,,62.0,0.1,,9.5,0.0,8.5,,53.5
226,보은,2021-04-28,15.2,10.9,19.7,0.3,62.6,3.0,,11.6,,12.0,,54.5
226,보은,2021-04-29,15.0,9.7,20.1,0.1,54.3,6.5,,13.7,,12.1,,57.5
226,보은,2021-04-30,12.6,9.7,17.1,0.0,67.3,2.6,,15.6,,11.9,,62.3
226,보은,2021-05-01,9.5,8.0,12.9,2.0,83.3,0.8,,20.3,,11.9,,68.6
226,보은,2021-05-02,11.0,6.3,18.2,2.8,73.4,6.7,,21.2,0.0,4.5,,62.6
226,보은,2021-05-03,12.8,3.2,22.4,,63.6,11.0,,16.9,4.1,0.0,,87.9
226,보은,2021-05-04,15.2,9.8,20.4,4.8,78.9,0.0,,19.6,,6.4,,76.8
226,보은,2021-05-05,13.7,5.4,20.2,1.9,59.0,12.1,,14.8,2.6,3.4,,88.6
226,보은,2021-05-06,12.8,2.3,22.3,,61.5,7.6,,18.2,,12.1,,60.9
226,보은,2021-05-07,13.2,6.5,20.2,3.4,66.5,7.3,,16.8,,10.8,,43.9
226,보은,2021-05-08,14.2,4.2,23.0,,66.6,9.9,,16.8,4.9,8.1,,51.5
226,보은,2021-05-09,14.2,6.0,22.4,,58.3,12.6,,15.6,14.5,0.0,,92.8
226,보은,2021-05-10,10.2,7.0,12.4,15.8,91.3,0.1,,14.1,0.7,0.1,,90.8
226,보은,2021-05-11,14.3,10.7,18.7,2.1,69.4,1.9,,17.6,0.0,9.4,,63.9
226,보은,2021-05-12,16.9,8.4,24.6,,57.4,11.9,,15.9,0.0,10.2,,60.0
226,보은,2021-05-13,19.7,9.7,28.8,,68.4,12.4,,14.1,,12.3,,59.5
226,보은,2021-05-14,22.1,13.4,29.8,,67.0,10.4,,17.7,,8.3,,53.3
226,보은,2021-05-15,20.7,17.5,24.7,2.0,83.5,2.5,,15.5,21.8,0.0,,84.4
226,보은,2021-05-16,20.5,19.0,21.9,50.7,97.8,0.0,,17.5,0.0,3.0,,84.0
226,보은,2021-05-17,16.3,14.6,19.0,4.1,94.3,0.2,,20.4,,8.3,,76.0
226,보은,2021-05-18,17.3,13.9,23.5,,82.1,6.9,,19.0,33.1,7.2,,80.0
226,보은,2021-05-19,18.9,11.0,26.9,,70.0,10.2,,12.7,2.7,0.7,,80.5
226,보은,2021-05-20,15.7,14.6,18.4,11.6,89.6,0.0,,12.7,,8.9,,73.9
226,보은,2021-05-21,14.2,12.7,15.3,7.7,95.0,0.0,,15.5,,9.7,,72.1
226,보은,2021-05-22,17.1,11.4,24.3,,78.8,10.4,,17.3,0.0,6.6,,73.0
226,보은,2021-05-23,18.3,9.9,26.1,,75.4,6.8,,18.6,,12.3,,68.6
226,보은,2021-05-24,17.8,11.4,24.2,,68.0,6.5,,18.6,4.7,4.4,,81.8
226,보은,2021-05-25,14.1,8.8,21.0,1.6,67.0,7.3,,16.4,,0.7,,84.4
226,보은,2021-05-26,14.7,8.3,22.6,,75.5,2.3,,18.1,0.0,8.0,,73.6
226,보은,2021-05-27,15.1,10.6,20.8,2.7,86.0,3.7,,17.3,,11.6,,63.3
226,보은,2021-05-28,13.6,9.8,19.9,23.3,88.0,2.1,,17.4,,9.1,,67.8
226,보은,2021-05-29,16.4,10.5,23.4,0.0,73.0,7.1,,19.3,,9.4,,67.0
226,보은,2021-05-30,18.5,8.6,26.8,6.1,72.1,11.5,,19.8,,11.3,,66.1
226,보은,2021-05-31,19.2,15.9,25.3,11.9,81.9,4.7,,20.3,,5.3,,65.8
226,보은,2021-06-01,20.2,14.4,26.4,,75.5,8.5,,19.6,2.0,10.2,,62.6
226,보은,2021-06-02,21.7,15.8,28.8,,69.4,10.8,,18.1,0.0,2.5,,65.0
226,보은,2021-06-03,17.3,14.5,18.8,26.5,95.9,0.0,,22.1,,7.3,,71.5
226,보은,2021-06-04,17.0,11.4,24.0,1.5,76.0,9.6,,24.5,,9.6,,65.4
226,보은,2021-06-05,19.2,10.0,26.5,,76.8,9.8,,24.2,,7.0,,69.4
226,보은,2021-06-06,20.8,15.6,27.3,0.0,77.3,7.8,,22.7,,10.1,,64.6
226,보은,2021-06-07,20.6,13.6,27.4,,70.8,8.0,,22.3,,7.4,,61.0
226,보은,2021-06-08,22.3,15.4,30.1,,72.1,11.0,,24.1,,12.4,,71.3
226,보은,2021-06-09,23.5,17.2,31.3,,69.8,12.0,,25.3,,10.5,,65.8
226,보은,2021-06-10,22.7,16.9,28.3,1.2,72.1,5.4,,24.2,52.8,8.3,,72.5
226,보은,2021-06-11,21.4,18.6,26.5,19.6,85.9,3.3,,23.9,18.4,7.3,,81.6
226,보은,2021-06-12,22.9,17.4,29.5,,81.4,8.2,,23.3,2.2,0.6,,89.5
226,보은,2021-06-13,23.8,19.0,29.8,,80.3,6.4,,23.0,17.7,4.2,,84.9
226,보은,2021-06-14,22.9,18.2,28.0,,82.5,6.0,,23.4,3.2,4.8,,81.1
226,보은,2021-06-15,20.8,18.5,23.7,1.9,82.6,0.1,,21.7,,11.3,,71.5
226,보은,2021-06-16,21.7,19.1,26.0,0.0,71.9,3.7,,21.4,,8.5,,76.1
226,보은,2021-06-17,20.0,16.5,23.8,0.0,80.3,1.5,,21.3,,4.4,,74.3
226,보은,2021-06-18,19.9,17.8,23.0,2.0,91.8,0.2,,19.3,0.0,0.0,,81.6
226,보은,2021-06-19,21.3,16.0,28.0,,74.9,10.7,,21.9,,9.3,,72.6
226,보은,2021-06-20,22.6,14.8,29.7,,63.5,10.3,,22.1,4.5,8.8,,83.0
226,보은,2021-06-21,21.9,16.6,28.9,,71.6,10.2,,23.7,,10.3,,78.0
226,보은,2021-06-22,20.3,14.5,26.7,0.0,80.3,6.2,,24.3,,12.7,,72.1
